id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4,p5_1,p5_2,p5_3,p5_4,p6,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p8_6,p8_7,p8_8,p8_9,p9_1,p9_2,p9_3,p9_4,p9_5,p9_6,p9_7,p9_8,p9_9,p10,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p12,p13_1,p13_2,p13_3,p13_4,p13_5,p13_6,p13_7,p13_8,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
1632.0,1,53,4,3,15,14,2,6.0,5,4,10.0,2.0,2.0,0.0,10.0,0.0,0.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2,3,3,2,3,3,2,3,3,2,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,2,3,4,4.0,0.9756581320995958
1633.0,1,44,3,1,10,17,0,6.0,2,2,0.0,19.0,8.0,3.0,0.0,0.0,3.0,19.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,,2.0,3,3,2,3,2,1,2,1,1,3,1.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,,,,1,1,1,4.0,1.2921693703336097
1634.0,1,67,6,2,47,14,4,6.0,6,4,10.0,4.0,4.0,3.0,0.0,0.0,10.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,1,2,1,2,2,1,1,2,2,3,1.0,3.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,2,3,5,4.0,1.0789422121325358
1635.0,2,67,6,6,9,13,4,4.0,4,1,3.0,,17.0,5.0,0.0,0.0,5.0,16.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2,2,2,2,2,2,2,2,2,3,1.0,3.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,5,2.0,0.9794650882608008
1636.0,1,74,6,6,30,3,0,4.0,4,3,10.0,3.0,3.0,0.0,6.0,10.0,0.0,3.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,1,3,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,2,2,5,2.0,0.9563829310789213
1637.0,1,43,3,3,40,9,2,4.0,5,3,8.0,1.0,1.0,8.0,7.0,4.0,2.0,1.0,6.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1,2,2,2,2,1,1,2,1,2,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,2,3,4,2.0,0.9847766449372574
1638.0,2,53,4,1,17,7,4,4.0,4,3,10.0,,1.0,8.0,1.0,0.0,8.0,1.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,3,3,2,2,2,3,2,3,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,2,4,2.0,0.930928732188565
1639.0,2,19,1,3,42,7,0,4.0,3,4,9.0,,1.0,8.0,7.0,0.0,6.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3,3,1,3,3,2,2,1,3,3,2.0,,2.0,3.0,3.0,3.0,,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2,1,2,2.0,0.9294510965904312
1640.0,2,23,1,5,22,7,0,7.0,5,3,10.0,1.0,1.0,7.0,6.0,0.0,0.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1,3,1,2,3,1,3,1,2,3,3.0,3.0,4.0,3.0,3.0,3.0,1.0,,4.0,4.0,,,,,,2,3,4,4.0,0.6609126823235354
1641.0,1,35,3,5,30,3,0,5.0,5,3,8.0,2.0,2.0,4.0,6.0,0.0,5.0,17.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1,2,1,2,2,1,1,1,3,3,,,,,,,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2,3,4,3.0,0.915798354947274
1642.0,2,50,4,5,4,17,3,6.0,5,4,10.0,1.0,1.0,5.0,4.0,0.0,3.0,1.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,1,2,2,2,1,1,2,3,3.0,,,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2,3,4,4.0,0.6791553554694185
1643.0,2,30,2,2,34,16,0,7.0,2,3,10.0,16.0,17.0,4.0,0.0,0.0,0.0,16.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2,2,3,1,3,1,1,1,2,3,1.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2,1,1,4.0,1.011566354831654
1644.0,2,60,5,5,22,7,0,4.0,4,3,3.0,2.0,,7.0,7.0,0.0,0.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,2,3,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,4,2.0,0.7829771471575757
1645.0,2,36,3,4,47,14,1,6.0,5,3,10.0,3.0,1.0,0.0,0.0,6.0,0.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2,2,2,2,3,2,1,1,3,3,3.0,2.0,,4.0,4.0,,4.0,1.0,4.0,2.0,1.0,,,,,2,3,4,4.0,0.8412608802412618
1646.0,1,71,6,5,9,13,4,6.0,6,4,0.0,19.0,6.0,0.0,0.0,0.0,1.0,19.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1,1,1,1,1,1,1,1,1,2,2.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2,3,5,4.0,0.9034544464525764
1647.0,1,68,6,6,47,14,0,4.0,4,2,9.0,4.0,4.0,5.0,0.0,0.0,7.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3,2,2,2,2,2,2,2,3,3,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2,2,5,2.0,0.9524407259714388
1648.0,2,52,4,1,41,12,1,4.0,4,4,10.0,1.0,1.0,9.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2,2,2,2,2,2,2,2,2,2,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,2,4,2.0,1.0153387104001184
1649.0,2,58,5,4,36,9,0,7.0,3,3,,1.0,1.0,10.0,0.0,0.0,0.0,19.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1,2,2,1,1,1,1,2,2,3,3.0,3.0,,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,2,1,4,4.0,0.9841322059079975
1650.0,2,56,5,5,18,16,2,4.0,5,1,10.0,2.0,2.0,0.0,10.0,4.0,0.0,2.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2,2,2,2,2,2,2,2,2,3,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,4,2.0,0.6966907142905732
1651.0,1,65,6,5,40,9,4,6.0,3,3,,2.0,2.0,3.0,8.0,6.0,0.0,19.0,7.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,1,2,1,2,2,3,2,2,2,2,3.0,3.0,,3.0,,,4.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,4.0,2,1,1,4.0,1.0239987599663394
1652.0,2,71,6,1,3,7,0,5.0,1,3,0.0,19.0,1.0,10.0,0.0,0.0,9.0,19.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2,2,2,2,2,2,2,1,2,3,3.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,,,,,1,1,5,3.0,1.667939320300413
1653.0,1,37,3,4,22,7,1,5.0,5,4,8.0,4.0,4.0,6.0,2.0,2.0,8.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2,2,1,2,2,1,2,1,2,3,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2,3,4,3.0,0.9330617169942664
1654.0,2,56,5,1,8,2,0,3.0,1,1,10.0,2.0,2.0,0.0,10.0,0.0,,2.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2,3,2,2,3,3,2,1,3,2,4.0,,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,,5.0,1.0,1,1,1,1.0,1.415126378850445
1655.0,2,65,6,2,44,13,2,6.0,6,4,10.0,1.0,1.0,8.0,5.0,0.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,2,2,2,2,2,2,2,3,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,,,2,3,4,4.0,1.1095559022393042
1656.0,1,61,5,5,20,17,0,4.0,4,4,10.0,,,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,2,2,4,2.0,0.7748700400863333
1657.0,1,56,5,6,42,7,0,3.0,1,2,10.0,2.0,3.0,0.0,10.0,10.0,0.0,3.0,10.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1,2,2,2,3,1,1,2,2,3,3.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,2,1,1,1.0,1.0712832836240758
1658.0,2,21,1,4,46,11,1,6.0,7,3,10.0,1.0,4.0,10.0,0.0,0.0,9.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2,2,2,2,2,2,2,2,2,3,1.0,3.0,1.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0,,,2,3,4,4.0,0.9793730624251048
1659.0,1,33,2,5,20,17,0,4.0,1,1,0.0,3.0,3.0,0.0,5.0,8.0,0.0,19.0,7.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1,3,2,2,2,3,1,2,1,3,,,2.0,3.0,3.0,3.0,4.0,2.0,1.0,,1.0,1.0,2.0,,,2,1,1,2.0,1.257642879652379
1660.0,2,58,5,1,15,14,3,3.0,5,4,10.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,,2.0,2,2,2,2,2,2,1,1,1,3,1.0,4.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,,,1,3,4,1.0,0.9564888044842104
1661.0,2,65,6,2,47,14,0,6.0,7,4,0.0,19.0,1.0,6.0,0.0,0.0,5.0,19.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,2,1,1,1,1,1,1,2,2,2,2.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,2,3,4,4.0,1.4659099224801346
1662.0,1,26,2,3,16,11,0,1.0,1,5,0.0,1.0,1.0,10.0,0.0,0.0,10.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,1,3,2,3,2,2,3,2.0,4.0,3.0,4.0,4.0,,1.0,4.0,,4.0,5.0,5.0,5.0,2.0,2.0,2,1,2,1.0,1.3786217206347524
1663.0,2,54,4,1,9,13,0,4.0,4,3,10.0,3.0,3.0,2.0,6.0,9.0,2.0,3.0,7.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2,2,2,1,2,2,1,1,2,3,2.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1,2,1,2.0,0.9702433268425728
1664.0,1,21,1,1,30,3,0,4.0,7,5,7.0,3.0,3.0,2.0,5.0,10.0,0.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1,2,2,2,1,2,1,1,1,3,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,5.0,1,3,4,2.0,1.7721546246315174
1665.0,1,67,6,3,31,7,4,7.0,6,3,10.0,3.0,3.0,0.0,6.0,10.0,0.0,3.0,7.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2,3,2,2,2,2,1,2,2,3,4.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,2,3,5,4.0,0.9820007747204632
1666.0,1,43,3,1,12,15,1,6.0,5,4,10.0,2.0,2.0,6.0,8.0,2.0,2.0,2.0,6.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2,1,1,1,1,1,1,1,2,2,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,1,3,4,4.0,1.15389230515504
1667.0,2,56,5,6,30,3,4,4.0,5,3,2.0,,,,,,,19.0,,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,2,3,4,2.0,0.760588479482264
1668.0,1,63,5,4,9,13,4,4.0,5,4,10.0,1.0,1.0,8.0,4.0,0.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2,2,2,2,2,2,2,2,2,3,1.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,5,2.0,0.7904613951192282
1669.0,2,18,1,5,5,1,0,4.0,2,5,10.0,,,1.0,0.0,0.0,0.0,18.0,,4.0,4.0,,4.0,4.0,4.0,3.0,,4.0,2,2,1,2,2,1,1,1,2,3,,,,,,,,4.0,4.0,4.0,4.0,,,,,2,1,2,2.0,0.6824965649703628
1670.0,2,70,6,1,48,12,0,4.0,1,4,10.0,3.0,3.0,0.0,3.0,10.0,0.0,3.0,,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2,2,2,2,2,2,2,2,2,3,3.0,,4.0,3.0,,,4.0,,,,,,,,,1,1,5,2.0,1.8191761624094356
1671.0,2,49,4,1,29,16,2,4.0,4,3,10.0,1.0,1.0,9.0,4.0,2.0,4.0,17.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2,2,3,3,2,2,3,2,2,3,2.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1,2,1,2.0,0.91408528566778
1672.0,2,72,6,1,30,3,0,6.0,1,3,10.0,2.0,2.0,0.0,10.0,9.0,0.0,2.0,8.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2,1,2,2,2,2,2,1,2,2,,,,4.0,,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,1,1,5,4.0,1.792777836828328
1673.0,2,39,3,3,47,14,2,4.0,4,4,10.0,2.0,2.0,0.0,10.0,0.0,0.0,2.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,2,3,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,,5.0,3.0,2,2,4,2.0,0.9603357642346236
1674.0,1,53,4,5,18,16,3,6.0,5,3,10.0,1.0,1.0,10.0,1.0,0.0,7.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,2,2,2,3,3,1,1,3,3,3,2.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,2,3,4,4.0,0.7900340018003441
1675.0,1,62,5,1,9,13,4,3.0,5,3,9.0,12.0,12.0,0.0,0.0,0.0,3.0,12.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,1,1,1,3,3,3,3,3,3,1.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1,3,4,1.0,0.9090373105645267
1676.0,1,23,1,1,1,11,0,7.0,5,3,10.0,1.0,1.0,10.0,0.0,4.0,5.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,1,1,3,3,3,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1,3,2,4.0,1.1727992187606686
1677.0,1,48,4,3,33,5,0,4.0,2,3,0.0,19.0,17.0,4.0,0.0,0.0,1.0,19.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,1,1,3,1,3,3,1,1,1,3,2.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2,1,4,2.0,1.1111663307930482
1678.0,2,42,3,3,42,7,1,4.0,6,2,10.0,3.0,3.0,0.0,8.0,8.0,0.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1,2,3,3,3,1,1,1,2,3,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2,3,4,2.0,0.8716877681981402
1679.0,1,62,5,6,47,14,4,4.0,4,3,10.0,1.0,1.0,8.0,0.0,0.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1,2,1,1,2,2,1,2,1,3,1.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,2.0,2,2,4,2.0,0.8158779349091204
1680.0,2,28,2,6,42,7,0,7.0,2,4,10.0,4.0,4.0,8.0,0.0,0.0,8.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3,2,2,1,2,2,1,1,2,3,1.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,2,1,2,4.0,0.8835966953470773
1681.0,1,45,4,5,30,3,2,5.0,6,4,10.0,4.0,4.0,5.0,0.0,0.0,9.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2,2,2,2,2,2,1,2,2,2,2.0,,3.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2,3,4,3.0,0.9272381515046142
1682.0,1,37,3,4,16,11,1,4.0,6,3,10.0,2.0,3.0,0.0,10.0,7.0,0.0,2.0,10.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1,2,1,1,3,1,1,1,1,2,4.0,1.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,2,3,4,2.0,0.9814942112229876
1683.0,1,30,2,5,40,9,2,6.0,6,4,10.0,1.0,1.0,9.0,3.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2,2,1,2,2,2,1,1,2,3,2.0,1.0,,4.0,,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2,3,4,4.0,0.8748639612149194
1684.0,2,37,3,5,13,7,1,4.0,5,4,10.0,2.0,1.0,8.0,8.0,4.0,6.0,16.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1,2,1,2,2,1,1,1,1,3,3.0,3.0,,,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,3,2.0,0.7176647017336618
1685.0,2,56,5,1,9,13,1,5.0,6,4,10.0,6.0,6.0,3.0,1.0,0.0,4.0,6.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,3,2,2,2,2,3,2,2,3,3,1.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1,3,4,3.0,0.9985304602617502
1686.0,2,49,4,4,31,7,0,,4,3,2.0,,,5.0,5.0,5.0,5.0,19.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,2,2,2,2,2,2,2,4.0,3.0,3.0,4.0,3.0,3.0,,,4.0,,,,,,,2,2,4,,0.8094972734896481
1687.0,2,46,4,5,10,17,3,5.0,5,4,10.0,7.0,1.0,5.0,0.0,0.0,2.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2,2,1,2,2,2,1,1,3,2,3.0,,,4.0,,,4.0,3.0,3.0,3.0,3.0,3.0,,,,2,3,1,3.0,0.6791553554694185
1688.0,1,58,5,2,10,17,0,5.0,4,3,10.0,4.0,1.0,8.0,0.0,0.0,8.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1,2,1,2,2,1,1,1,3,3,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,4,3.0,0.9010163165386472
1689.0,1,41,3,5,30,3,3,4.0,3,2,10.0,3.0,3.0,0.0,5.0,10.0,0.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2,3,2,3,2,3,2,2,2,3,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,1.0,1.0,3.0,3.0,2,1,4,2.0,1.136874477852713
1690.0,1,38,3,5,10,17,2,4.0,5,4,10.0,2.0,4.0,8.0,5.0,0.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,3,2,2,2,3,3,2,3,3,1.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2,3,4,2.0,0.8638601850010688
1691.0,1,59,5,2,36,9,3,6.0,6,3,8.0,9.0,9.0,2.0,2.0,2.0,2.0,9.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,1,2,1,2,2,2,2,1,1,3,4.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,4,4.0,0.880942078927136
1692.0,2,35,3,1,47,14,0,3.0,2,3,1.0,,,2.0,0.0,0.0,5.0,,,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,1,1,4,1.0,1.1490791351962326
1693.0,2,43,3,5,17,7,1,7.0,7,5,10.0,1.0,1.0,8.0,4.0,2.0,6.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,2,2,1,1,1,1,1,2,2,3,1.0,4.0,1.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,2,3,4,4.0,0.989831132132691
1694.0,1,71,6,3,9,13,0,6.0,4,3,10.0,2.0,2.0,0.0,10.0,9.0,0.0,3.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2,2,2,2,2,2,2,2,2,2,4.0,4.0,,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2,2,5,4.0,1.053381878216165
1695.0,1,58,5,4,14,10,0,4.0,2,2,6.0,2.0,2.0,0.0,8.0,5.0,0.0,2.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,2,2,2,2,2,2,2,3,,,,,,,3.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,2,1,1,2.0,0.9572233019601184
1696.0,2,31,2,1,44,13,1,6.0,5,4,9.0,4.0,4.0,7.0,3.0,0.0,8.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2,3,2,3,3,2,2,3,3,3,,,,,,,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1,3,3,4.0,0.9790933921077944
1697.0,1,41,3,5,30,3,3,4.0,5,3,5.0,,,,,,,,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,2,3,3,3,3,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,4,2.0,0.915798354947274
1698.0,1,44,3,1,41,12,0,4.0,6,4,4.0,,17.0,5.0,1.0,0.0,0.0,19.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2,2,1,3,2,2,3,2,3,2,3.0,3.0,,4.0,,4.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,1,3,4,2.0,1.2548028316983926
1699.0,1,62,5,1,14,10,0,4.0,2,3,0.0,19.0,17.0,0.0,6.0,0.0,0.0,19.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,2,2,2,2,2,2,2,2,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,1,1,4,2.0,1.1008149182190898
1700.0,2,26,2,4,5,1,0,4.0,3,4,10.0,3.0,3.0,0.0,6.0,8.0,0.0,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2,2,2,2,2,1,1,2,2,3,4.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,,,1.0,1.0,,,,2,1,1,2.0,0.88167735603337
1701.0,1,42,3,2,26,7,0,4.0,4,4,,16.0,16.0,1.0,0.0,0.0,3.0,16.0,0.0,4.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,3,1,2,1,1,3,1,2,1,2,,,,,,,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,2,5,2.0,1.093293498171194
1702.0,2,41,3,3,7,15,0,4.0,4,3,5.0,,,5.0,5.0,5.0,5.0,19.0,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,2,2,4,2.0,0.9647717904495046
1703.0,2,30,2,3,30,3,0,6.0,6,4,10.0,1.0,1.0,9.0,0.0,0.0,6.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,2,2,2,2,2,2,3,3,2.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,4,4.0,0.9738402026970328
1704.0,1,47,4,1,14,10,2,4.0,5,4,10.0,2.0,17.0,2.0,7.0,0.0,0.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,2,2,2,2,2,2,1,2,2,3,4.0,1.0,4.0,,4.0,4.0,3.0,,,,,,,,,1,3,3,2.0,1.076742636434339
